time,air,water,specimen
117.93,23.5,96,91.5
118.43,23.5,96,91.5
118.93,23.5,96,91.5
119.43,23.5,96,91.5
119.93,23.5,96,91.5
120.43,23.5,96,91.5
120.93,23.5,96,91.5
121.43,23.5,96,91.5
121.93,23.5,96,91.5
122.43,23.5,96,91.5
122.93,23.5,96,91.5
123.43,23.5,96,91.5
123.93,23.5,96,91.5
124.43,23.5,96,91.5
124.93,23.5,96,91.5
125.43,23.5,96,91.5
125.93,23.5,96,91.5
126.43,23.5,96,91.5
126.92,23.5,96,91.25
127.43,23.5,96,91.5
127.93,23.5,96,91.5
128.42,23.5,96,91.5
128.93,23.5,96,91.5
129.43,23.5,96,91.5
129.92,23.5,96,91.25
130.43,23.25,96,91.5
130.93,23.5,96,91.25
131.42,23.25,95.75,91.25
131.92,23.25,96,91.25
132.43,23.25,96,91.25
132.92,23.25,95.75,91.25
133.42,23.25,95.75,91.25
133.93,23.25,96,91.25
134.42,23.25,95.75,91.25
134.92,23.25,95.75,91.25
135.43,23.25,95.75,91.25
135.92,23.25,95.75,91.25
136.42,23.25,95.75,91.25
136.92,23.25,96,91.25
137.42,23.5,95.75,91.25
137.92,23.5,95.75,91.25
138.42,23.5,95.75,91.25
138.92,23.5,95.75,91.25
139.42,23.5,95.75,91.25
139.92,23.5,95.75,91.25
140.42,23.5,95.75,91.25
140.92,23.5,95.75,91.25
141.42,23.5,95.75,91
141.92,23.5,95.75,91
142.42,23.5,95.75,91
142.92,23.5,95.75,91
143.42,23.5,95.75,91
143.92,23.5,95.75,91
144.42,23.5,95.75,91
144.92,23.5,95.75,91
145.42,23.5,95.75,91
145.92,23.5,95.75,91
146.41,23.5,95.75,91
146.92,23.5,95.75,91
147.42,23.5,95.75,91
147.91,23.5,95.75,91
148.42,23.5,95.75,91
148.92,23.5,95.75,91
149.41,23.5,95.75,91
149.92,23.5,95.75,91
150.42,23.5,95.75,91
150.91,23.5,95.75,90.75
151.41,23.5,95.75,90.75
151.92,23.5,95.75,91
152.41,23.5,95.75,90.75
152.91,23.5,95.75,90.75
153.42,23.5,95.75,90.75
153.91,23.5,95.75,90.75
154.41,23.5,95.75,90.75
154.92,23.5,95.75,90.75
155.41,23.5,95.5,90.75
155.91,23.5,95.75,90.75
156.41,23.5,95.75,90.75
156.91,23.5,95.5,90.75
157.41,23.5,95.5,90.75
157.91,23.5,95.5,90.75
158.41,23.5,95.5,90.75
158.91,23.5,95.75,90.75
159.41,23.5,95.5,90.75
159.91,23.25,95.75,90.75
160.41,23.5,95.5,90.75
160.91,23.25,95.5,90.75
161.4,23.25,95.5,90.5
161.91,23.5,95.5,90.75
162.41,23.25,95.5,90.75
162.9,23.25,95.5,90.75
163.41,23.25,95.75,90.75
163.91,23.25,95.75,90.5
164.4,23.25,95.75,90.5
164.91,23.25,95.5,90.5
165.41,23.25,95.5,90.5
165.9,23.25,95.5,90.5
166.4,23.5,95.5,90.5
166.91,23.25,95.5,90.5
167.4,23.25,95.5,90.5
167.9,23.25,95.5,90.5
168.41,23.25,95.5,90.5
168.9,23.25,95.5,90.5
169.4,23.5,95.5,90.5
169.91,23.25,95.5,90.5
170.4,23.25,95.5,90.5
170.9,23.25,95.5,90.5
171.41,23.25,95.5,90.5
171.9,23.25,95.5,90.5
172.4,23.5,95.5,90.5
172.9,23.5,95.5,90.25
173.4,23.25,95.5,90.25
173.9,23.25,95.5,90.25
174.4,23.25,95.5,90.25
174.9,23.25,95.5,90.25
175.4,23.25,95.5,90.25
175.9,23.5,95.5,90.25
176.4,23.25,95.5,90.25
176.9,23.5,95.5,90.25
177.4,23.25,95.5,90.25
177.9,23.5,95.5,90.25
178.4,23.25,95.5,90.25
178.9,23.5,95.5,90.25
179.4,23.25,95.5,90.25
179.9,23.25,95.5,90.25
180.4,23.5,95.5,90.25
180.89,23.5,95.5,90.25
181.4,23.25,95.5,90.25
181.9,23.5,95.5,90.25
182.39,23.25,95.5,90.25
182.9,23.25,95.5,90.25
183.4,23.5,95.5,90.25
183.89,23.5,95.5,90.25
184.4,23.5,95.25,90
184.9,23.5,95.5,90.25
185.39,23.25,95.25,90.25
185.89,23.25,95.25,90
186.4,23.5,95.25,90.25
186.89,23.25,95.5,90
187.39,23.5,95.25,90
187.9,23.5,95.5,90
188.39,23.5,95.25,90
188.89,23.5,95.25,90
189.4,23.5,95.25,90
189.89,23.5,95.25,90
190.39,23.5,95.25,90
190.89,23.5,95.25,90
191.39,23.5,95.25,90
191.89,23.5,95.25,90
192.39,23.5,95.25,90
192.89,23.5,95.25,90
193.39,23.5,95.25,90
193.89,23.5,95.25,90
194.39,23.5,95.25,90
194.89,23.5,95.25,90
195.39,23.5,95.25,90
195.89,23.5,95.25,90
196.39,23.25,95.25,90
196.89,23.5,95.25,89.75
197.38,23.5,95.25,90
197.89,23.5,95.25,89.75
198.39,23.5,95.25,89.75
198.88,23.25,95.25,89.75
199.39,23.5,95.25,89.75
199.89,23.5,95.25,89.75
200.38,23.25,95.25,89.75
200.89,23.5,95.25,89.75
201.39,23.5,95.25,89.75
201.88,23.5,95.25,89.75
202.39,23.5,95.25,89.75
202.89,23.25,95.25,89.75
203.38,23.5,95.25,89.75
203.88,23.25,95.25,89.75
204.39,23.5,95.25,89.75
204.88,23.5,95.25,89.75
205.38,23.25,95.25,89.75
205.89,23.5,95.25,89.75
206.38,23.5,95.25,89.75
206.88,23.5,95.25,89.75
207.39,23.5,95.25,89.75
207.88,23.5,95.25,89.75
208.38,23.25,95.25,89.5
208.88,23.5,95.25,89.5
209.38,23.25,95.25,89.5
209.88,23.25,95.25,89.5
210.38,23.25,95.25,89.5
210.88,23.25,95.25,89.5
211.38,23.25,95.25,89.5
211.88,23.25,95.25,89.5
212.38,23.5,95.25,89.5
212.88,23.25,95,89.5
213.38,23.5,95.25,89.5
213.87,23.25,95,89.5
214.38,23.25,95.25,89.5
214.88,23.5,95.25,89.5
215.37,23.25,95.25,89.5
215.88,23.5,95.25,89.5
216.38,23.25,95,89.5
216.87,23.25,95,89.5
217.38,23.25,95,89.5
217.88,23.5,95,89.5
218.37,23.25,95,89.5
218.87,23.25,95,89.5
219.38,23.25,95,89.5
219.87,23.25,95,89.5
220.37,23.25,95,89.25
220.88,23.25,95,89.5
221.37,23.25,95,89.25
221.87,23.25,95,89.25
222.38,23.25,95,89.25
222.87,23.25,95,89.25
223.37,23.25,95,89.25
223.87,23.25,95,89.25
224.37,23.25,95,89.25
224.87,23.25,95,89.25
225.37,23.25,95,89.25
225.87,23.25,95,89.25
226.37,23.25,95,89.25
226.87,23.25,95,89.25
227.37,23.25,95,89.25
227.87,23.25,95,89.25
228.37,23.25,95,89.25
228.87,23.25,95,89.25
229.37,23.25,95.25,89.25
229.87,23.25,95,89.25
230.37,23.25,95,89.25
230.87,23.25,95,89.25
231.37,23.25,95,89
231.87,23.25,95,89.25
232.37,23.25,95,89.25
232.87,23.25,95,89
233.36,23.25,95,89
233.87,23.25,95,89
234.37,23.25,95,89
234.86,23.25,95,89
235.37,23.25,95,89
235.87,23.25,95,89
236.36,23.25,95,89
236.86,23.25,95,89
237.37,23.25,95,89
237.86,23.25,95,89
238.36,23.25,95,89
238.87,23.25,95,89
239.36,23.25,95,89
239.86,23.5,95,89
240.37,23.25,95,89
240.86,23.25,95,89
241.36,23.25,95,89
241.86,23.25,95,89
242.36,23.25,95,89
242.86,23.25,95,88.75
243.36,23.25,95,89
243.86,23.25,95,88.75
244.36,23.25,95,88.75
244.86,23.25,95,88.75
245.36,23.25,95,88.75
245.86,23.25,95,88.75
246.36,23.25,95,88.75
246.86,23.25,95,88.75
247.36,23.25,95,88.75
247.86,23.25,95,88.75
248.36,23.25,94.75,88.75
248.86,23.25,95,88.75
249.36,23.25,95,88.75
249.86,23.25,94.75,88.75
250.36,23.25,95,88.75
250.86,23.25,95,88.75
251.35,23.25,94.75,88.75
251.86,23.25,95,88.75
252.36,23.25,95,88.75
252.85,23.25,94.75,88.75
253.36,23.25,94.75,88.75
253.86,23.25,94.75,88.75
254.35,23.25,94.75,88.75
254.86,23.25,94.75,88.75
255.36,23.5,94.75,88.75
255.85,23.25,94.75,88.75
256.36,23.25,94.75,88.5
256.86,23.25,94.75,88.5
257.35,23.5,94.75,88.5
257.85,23.25,94.75,88.5
258.36,23.5,94.75,88.5
258.85,23.5,94.75,88.5
259.35,23.25,94.75,88.5
259.86,23.5,95,88.5
260.35,23.5,94.75,88.5
260.85,23.5,95,88.5
261.36,23.5,94.75,88.5
261.85,23.5,94.75,88.5
262.35,23.25,94.75,88.5
262.85,23.25,94.75,88.5
263.35,23.25,94.75,88.5
263.85,23.25,94.75,88.5
264.35,23.25,94.75,88.5
264.85,23.25,94.75,88.5
265.35,23.25,95,88.5
265.85,23.25,95,88.5
266.35,23.25,95,88.5
266.85,23.25,95,88.5
267.35,23.25,95,88.5
267.85,23.25,95,88.5
268.35,23.25,95,88.5
268.85,23.25,95,88.5
269.34,23.25,95,88.5
269.85,23.25,95,88.5
270.35,23.25,95,88.5
270.84,23.25,95,88.5
271.35,23.25,95,88.5
271.85,23.25,95,88.25
272.34,23.25,95,88.25
272.85,23.25,95,88.5
273.35,23.25,95,88.5
273.84,23.25,95,88.25
274.34,23.25,95,88.25
274.85,23.25,95,88.25
275.34,23.25,95,88.25
275.84,23.25,95,88.25
276.35,23.25,95,88.25
276.84,23.25,95,88.25
277.34,23.25,95,88.25
277.85,23.25,95,88.25
278.34,23.25,95,88.25
278.84,23.25,95,88.25
279.34,23.25,95,88.25
279.84,23.25,95,88.25
280.34,23.25,95,88.25
280.84,23.25,95,88.25
281.34,23.25,95,88.25
281.84,23.25,95,88.25
282.34,23.25,95,88.25
282.84,23.25,95,88.25
283.34,23.25,95,88.25
283.84,23.25,95,88
284.34,23.25,95,88.25
284.84,23.25,95,88
285.34,23.25,95,88
285.84,23.25,95,88.25
286.34,23.25,95,88
286.84,23.25,95,88
287.33,23.25,95,88.25
287.84,23.25,95,88
288.34,23.25,95,88
288.83,23.25,95,88
289.34,23.25,95,88
289.84,23.25,95,88
290.33,23.25,95,88
290.84,23.25,95,88
291.34,23.25,95,88
291.83,23.25,95,88
292.33,23.25,95,88
292.84,23.25,95,88
293.33,23.25,95,88
293.83,23.25,95,88
294.34,23.25,95,88
294.83,23.25,95,88
295.33,23.25,95,88
295.84,23.25,95,87.75
296.33,23.25,95,87.75
296.83,23.25,95,87.75
297.33,23.25,95.25,87.75
297.83,23.25,95,87.75
298.33,23.25,95,87.75
298.83,23.25,95,87.75
299.33,23.25,95,87.75
299.83,23.25,95,87.75
300.33,23.25,95,87.75
300.83,23.25,95,87.75
301.33,23.25,95,87.75
301.83,23.25,95,87.75
302.33,23.25,95,87.75
302.83,23.25,95,87.75
303.33,23.25,95,87.75
303.82,23.25,95,87.75
304.33,23.25,95,87.75
304.83,23.25,95.25,87.75
305.32,23.25,95,87.75
305.83,23.25,95,87.75
306.33,23.25,95,87.75
306.82,23.25,95,87.75
307.33,23.25,95,87.75
307.83,23.25,95,87.75
308.32,23.25,95,87.5
308.82,23.25,95,87.5
309.33,23.25,95,87.5
309.82,23.25,95,87.75
310.32,23.25,95,87.75
310.83,23.25,95,87.5
311.32,23.25,95,87.5
311.82,23.25,95,87.5
312.33,23.25,95,87.5
312.82,23.25,95,87.5
313.32,23.25,95,87.5
313.83,23.25,95,87.5
314.32,23.25,95,87.5
314.82,23.25,95,87.5
315.32,23.25,95,87.5
315.82,23.25,95,87.5
316.32,23.25,95,87.5
316.82,23.25,95,87.5
317.32,23.25,95,87.5
317.82,23.25,95,87.5
318.32,23.25,95,87.5
318.82,23.25,95,87.25
319.32,23.25,95,87.5
319.82,23.25,95,87.5
320.31,23.25,95,87.25
320.82,23.25,95,87.5
321.32,23.25,95,87.5
321.81,23.25,95,87.5
322.32,23.25,95,87.5
322.82,23.25,95,87.25
323.31,23.25,95,87.25
323.82,23.25,95,87.25
324.32,23.25,95,87.25
324.81,23.25,95,87.25
325.31,23.25,95,87.25
325.82,23.25,95,87.25
326.31,23.25,95,87.25
326.81,23.25,95,87.25
327.32,23.25,95,87.25
327.81,23.25,95,87.25
328.31,23.25,95,87.25
328.82,23.25,95,87.25
329.31,23.25,95,87.25
329.81,23.25,95,87.25
330.31,23.25,95,87.25
330.81,23.25,95,87.25
331.31,23.25,95,87.25
331.81,23.25,95,87.25
332.31,23.25,95,87.25
332.81,23.25,95,87
333.31,23.25,95,87.25
333.81,23.25,95,87.25
334.31,23.25,95,87.25
334.81,23.25,95,87.25
335.31,23.25,95,87
335.81,23.25,95,87.25
336.31,23.25,95,87
336.8,23.25,95,87
337.31,23.25,94.75,87
337.81,23.25,95,87
338.3,23.25,95,87
338.81,23.25,95,87
339.31,23.25,95,87
339.8,23.25,95,87
340.31,23.25,95,87
340.81,23.25,95,87
341.3,23.25,95,87
341.8,23.25,95,87
342.31,23.25,95,87
342.8,23.25,95,87
343.3,23.25,95,87
343.81,23.25,95,87
344.3,23.25,95,87
344.8,23.25,95,87
345.31,23.25,95,86.75
345.8,23.25,94.75,86.75
346.3,23.25,94.75,87
346.81,23.25,95,86.75
347.3,23.25,94.75,86.75
347.8,23.25,94.75,86.75
348.3,23.25,95,86.75
348.8,23.25,94.75,86.75
349.3,23.25,94.75,86.75
349.8,23.25,95,86.75
350.3,23.25,95,86.75
350.8,23.25,95,86.75
351.3,23.25,95,86.75
351.8,23.25,94.75,86.75
352.3,23.25,95,86.75
352.8,23.25,94.75,86.75
353.3,23.25,95,86.75
353.8,23.25,95,86.75
354.3,23.25,95,86.75
354.79,23.25,95,86.75
355.3,23.25,95,86.75
355.8,23.25,95,86.75
356.29,23.25,95,86.75
356.8,23.25,95,86.75
357.3,23.25,95,86.75
357.79,23.25,95,86.75
358.3,23.25,95,86.5
358.8,23.25,95,86.75
359.29,23.25,95,86.75
359.79,23.25,95,86.75
360.3,23.25,95,86.75
360.79,23.25,95,86.5
361.29,23.5,95.25,86.5
361.8,23.5,95,86.5
362.29,23.25,95,86.5
362.79,23.5,95,86.5
363.3,23.5,95,86.5
363.79,23.25,95,86.5
364.29,23.25,95,86.5
364.79,23.25,95,86.5
365.29,23.25,95,86.5
365.79,23.25,95,86.5
366.29,23.25,95,86.5
366.79,23.25,95,86.5
367.29,23.25,95,86.5
367.79,23.25,95,86.5
368.29,23.25,95,86.5
368.79,23.25,95,86.5
369.29,23.25,95,86.5
369.79,23.25,95,86.5
370.29,23.25,95,86.5
370.79,23.25,95,86.5
371.29,23.25,95,86.5
371.79,23.25,95.25,86.5
372.29,23.25,95,86.5
372.78,23.25,95,86.25
373.29,23.25,95.25,86.5
373.79,23.25,95,86.5
374.28,23.25,95,86.25
374.79,23.25,95,86.25
375.29,23.25,95,86.25
375.78,23.25,95,86.25
376.29,23.25,95,86.25
376.79,23.25,95,86.25
377.28,23.25,95,86.25
377.79,23.25,95,86.25
378.29,23.25,95,86.25
378.78,23.25,95,86.25
379.28,23.25,95,86.25
379.79,23.25,95,86.25
380.28,23.25,95,86.25
380.78,23.25,95,86.25
381.29,23.25,95,86.25
381.78,23.25,95,86.25
382.28,23.25,95,86.25
382.79,23.25,95,86.25
383.28,23.25,95,86.25
383.78,23.25,95,86.25
384.28,23.25,95,86.25
384.78,23.25,95,86
385.28,23.25,95,86
385.78,23.25,95,86
386.28,23.25,95,86
386.78,23.25,95,86
387.28,23.25,95,86
387.78,23.25,95.25,86
388.28,23.25,95.25,86
388.78,23.25,95.25,86
389.28,23.25,95,86
389.78,23.25,95.25,86
390.28,23.25,95.25,86
390.77,23.25,95.25,86
391.28,23.25,95.25,86
391.78,23.25,95.25,86
392.27,23.25,95.25,86
392.78,23.25,95.25,86
393.28,23.25,95.25,86
393.77,23.25,95.25,86
394.28,23.25,95.25,86
394.78,23.25,95.25,86
395.27,23.25,95.25,86
395.77,23.25,95.25,86
396.28,23.25,95.25,85.75
396.77,23.25,95,86
397.27,23.25,95.25,86
397.78,23.25,95.25,86
398.27,23.25,95,86
398.77,23.25,95,86
399.28,23.25,95,85.75
399.77,23.25,95,85.75
400.27,23.25,95.25,85.75
400.77,23.25,95.25,86
401.27,23.25,95,85.75
401.77,23.25,95,85.75
402.27,23.25,95.25,85.75
402.77,23.25,95,85.75
403.27,23.25,95,85.75
403.77,23.25,95,85.75
404.27,23.25,95,85.75
404.77,23.25,95,85.75
405.27,23.25,95,85.75
405.77,23.25,95,85.75
406.27,23.25,95,85.75
406.77,23.25,95,85.75
407.27,23.25,95,85.75
407.77,23.25,95,85.75
408.27,23.25,95.25,85.75
408.77,23.25,95,85.75
409.27,23.25,95,85.75
409.77,23.25,95,85.75
410.26,23.25,95.25,85.75
410.77,23.25,95.25,85.75
411.27,23.25,95.25,85.5
411.76,23.25,95,85.5
412.27,23.25,95,85.5
412.77,23.25,95.25,85.5
413.26,23.25,95,85.5
413.76,23.25,95.25,85.5
414.27,23.25,95.25,85.5
414.76,23.25,95.25,85.5
415.26,23.25,95.25,85.5
415.77,23.25,95.25,85.5
416.26,23.25,95.25,85.5
416.76,23.25,95.25,85.5
417.27,23.25,95.25,85.5
417.76,23.25,95,85.5
418.26,23.25,95.25,85.5
418.77,23.25,95.25,85.5
419.26,23.25,95.25,85.5
419.76,23.25,95.25,85.5
420.26,23.25,95.25,85.5
420.76,23.25,95.25,85.25
421.26,23.25,95,85.5
421.76,23.25,95.25,85.5
422.26,23.25,95.25,85.5
422.76,23.25,95.25,85.5
423.26,23.25,95.25,85.5
423.76,23.25,95.25,85.5
424.26,23.25,95.25,85.25
424.76,23.25,95.25,85.25
425.25,23.25,95.25,85.25
425.76,23.25,95.25,85.25
426.26,23.25,95.25,85.25
426.75,23.25,95.25,85.25
427.26,23.25,95.25,85.25
427.76,23.25,95.25,85.25
428.25,23.25,95.25,85.25
428.76,23.25,95.25,85.25
429.26,23.25,95.25,85.25
429.75,23.25,95.25,85.25
430.25,23.25,95.25,85.25
430.76,23.25,95.5,85.25
431.25,23.25,95.25,85.25
431.75,23.25,95.25,85.25
432.26,23.25,95.25,85.25
432.75,23.25,95.25,85.25
433.25,23.25,95.25,85.25
433.76,23.25,95.25,85.25
434.25,23.25,95.25,85.25
434.75,23.25,95.25,85.25
435.26,23.25,95.25,85.25
435.75,23.25,95.25,85.25
436.25,23.25,95.25,85.25
436.75,23.25,95.25,85
437.25,23.25,95.25,85.25
437.75,23.25,95.5,85
438.25,23.25,95.25,85
438.75,23.25,95.5,85
439.25,23.25,95.25,85
439.75,23.25,95.25,85
440.25,23.25,95.25,85
440.75,23.25,95.25,85
441.25,23.25,95.5,85
441.75,23.25,95.25,85
442.25,23.25,95.25,85
442.75,23.25,95.5,85
443.24,23.25,95.25,85
443.75,23.25,95.25,85
444.25,23.25,95.25,85
444.74,23.25,95.25,85
445.25,23.25,95.25,85
445.75,23.25,95.5,85
446.24,23.25,95.5,85
446.75,23.25,95.25,85
447.25,23.25,95.25,85
447.74,23.25,95.25,85
448.24,23.25,95.25,85
448.75,23.25,95.5,85
449.24,23.25,95.25,85
449.74,23.25,95.5,84.75
450.25,23.25,95.25,85
450.74,23.25,95.5,84.75
451.24,23.25,95.5,84.75
451.75,23.25,95.25,84.75
452.24,23.25,95.5,84.75
452.74,23.25,95.5,84.75
453.24,23.25,95.5,84.75
453.74,23.25,95.5,84.75
454.24,23.25,95.5,84.75
454.74,23.25,95.5,84.75
455.24,23.25,95.5,84.75
455.74,23.25,95.5,84.75
456.24,23.25,95.5,84.75
456.74,23.25,95.5,84.75
457.24,23.25,95.5,84.75
457.74,23.25,95.5,84.75
458.24,23.25,95.5,84.75
458.74,23.25,95.5,84.75
459.24,23.25,95.5,84.75
459.73,23.25,95.5,84.75
460.24,23.25,95.5,84.75
460.74,23.25,95.5,84.75
461.23,23.25,95.5,84.75
461.74,23.25,95.5,84.75
462.24,23.25,95.5,84.75
462.73,23.25,95.5,84.75
463.24,23.25,95.5,84.75
463.74,23.25,95.5,84.75
464.23,23.25,95.5,84.5
464.74,23.25,95.5,84.5
465.24,23.25,95.5,84.5
465.73,23.25,95.5,84.5
466.23,23.25,95.5,84.5
466.74,23.25,95.5,84.5
467.23,23.25,95.5,84.5
467.73,23.25,95.5,84.5
468.24,23.25,95.5,84.5
468.73,23.25,95.5,84.5
469.23,23.25,95.5,84.5
469.74,23.25,95.5,84.5
470.23,23.25,95.5,84.5
470.73,23.25,95.5,84.5
471.23,23.25,95.5,84.5
471.73,23.25,95.5,84.5
472.23,23.25,95.5,84.5
472.73,23.25,95.5,84.5
473.23,23.25,95.5,84.5
473.73,23.25,95.5,84.5
474.23,23.25,95.5,84.5
474.73,23.25,95.5,84.5
475.23,23.25,95.5,84.5
475.73,23.25,95.5,84.5
476.23,23.25,95.5,84.25
