time,air,water,specimen
55.97,24,82.75,92.75
56.48,24,82.5,92.75
56.98,24,82.25,92.75
57.47,24,81.75,92.75
57.97,24.25,81.5,92.75
58.48,24.25,81,92.75
58.97,24,80.5,92.75
59.47,24.25,80.25,92.75
59.98,24,80,92.75
60.47,24.25,79.75,92.75
60.97,24.25,79.5,92.5
61.48,24.25,79.25,92.5
61.97,24.25,79.25,92.5
62.47,24.25,79,92.5
62.97,24.25,79,92.5
63.47,24.25,79,92.5
63.97,24,79,92.5
64.47,24.25,79,92.5
64.97,24.25,79,92.5
65.47,24.25,79,92.5
65.97,24.25,78.75,92.5
66.47,24.25,79,92.5
66.97,24.25,79,92.5
67.47,24.25,79,92.5
67.96,24.25,78.75,92.5
68.47,24.25,78.75,92.5
68.97,24.25,79,92.5
69.46,24.25,79,92.25
69.97,24.25,79,92.25
70.47,24.25,79,92.25
70.96,24.25,78.75,92.25
71.47,24.25,78.75,92.25
71.97,24.25,78.75,92.25
72.46,24.25,78.75,92.25
72.96,24.25,78.75,92.25
73.47,24.25,78.75,92.25
73.96,24.25,78.75,92.25
74.46,24.25,78.75,92
74.97,24.25,78.75,92.25
75.46,24.25,78.75,92.25
75.96,24.25,78.75,92
76.47,24.25,78.75,92
76.96,24.25,78.75,92
77.46,24.25,78.75,92
77.96,24.25,78.75,92
78.46,24.25,78.75,92
78.96,24.25,78.75,92
79.46,24.25,78.75,92
79.96,24.25,78.75,92
80.46,24.25,79,92
80.96,24.25,78.75,91.75
81.46,24.25,78.75,91.75
81.96,24.25,78.75,91.75
82.46,24.25,78.75,91.75
82.96,24.25,78.75,91.75
83.46,24.25,79,91.75
83.96,24.25,78.75,91.75
84.46,24.25,78.75,91.75
84.96,24.25,78.75,91.75
85.46,24.25,79,91.75
85.95,24.25,78.75,91.75
86.46,24.25,78.75,91.75
86.96,24,79,91.5
87.45,24.25,78.75,91.75
87.96,24.25,78.75,91.75
88.46,24,78.75,91.5
88.95,24,79,91.5
89.46,24.25,79,91.5
89.96,24,78.75,91.5
90.45,24,78.75,91.5
90.96,24,79,91.5
91.46,24,79,91.5
91.95,24,78.75,91.25
92.45,24,78.75,91.5
92.96,24,79,91.5
93.45,24,79,91.5
93.95,24,79,91.25
94.46,24,79,91.25
94.95,24,79,91.25
95.45,24,79,91.25
95.96,24,79,91.25
96.45,24,79,91.25
96.95,24,79,91.25
97.45,24,79,91.25
97.95,24,79,91.25
98.45,24,79,91.25
98.95,24,79,91
99.45,24,79,91
99.95,24,79,91.25
100.45,24,79,91
100.95,24,79,91
101.45,24,79,91
101.95,24,79,91
102.45,24,79,91
102.95,24.25,79,91
103.45,24,79,91
103.95,24,79,91
104.45,24,79,91
104.95,24,79,91
105.44,24,79,91
105.95,24,79,91
106.45,24.25,79,90.75
106.94,24,79,90.75
107.45,24,79,90.75
107.95,24.25,79,90.75
108.44,24,79,90.75
108.95,24,79,90.75
109.45,24,79,90.75
109.94,24,79,90.75
110.44,24.25,79,90.75
110.95,24.25,79,90.75
111.44,24,79,90.75
111.94,24.25,79,90.75
112.45,24,79,90.75
112.94,24.25,79,90.5
113.44,24,79,90.5
113.94,24.25,79,90.5
114.44,24,79,90.5
114.94,24,79,90.5
115.44,24,79,90.5
115.94,24,79,90.5
116.44,24,79,90.5
116.94,24,79,90.5
117.44,24,79,90.5
117.94,24,79,90.5
118.44,24,79,90.5
118.94,24,79,90.25
119.44,24,79,90.5
119.94,24,79,90.25
120.44,24,78.75,90.25
120.94,24,79,90.25
121.44,24,79,90.25
121.93,24,79,90.25
122.44,24,79,90.25
122.94,24,79,90.25
123.43,24,79,90.25
123.94,24,79,90.25
124.44,24,79,90.25
124.93,24,79,90
125.44,24,78.75,90.25
125.94,24,79,90.25
126.43,24,79,90.25
126.93,24,78.75,90
127.44,24,78.75,90.25
127.93,24,78.75,90
128.43,24,79,90
128.94,24,79,90
129.43,24,78.75,90
129.93,24,78.75,90
130.44,24,79,90
130.93,24,78.75,90
131.43,24,78.75,90
131.93,24,78.75,90
132.43,24,78.75,89.75
132.93,24,78.75,90
133.43,24,78.75,90
133.93,24,78.75,89.75
134.43,24,78.75,89.75
134.93,24,79,89.75
135.43,24,78.75,89.75
135.93,24,78.75,89.75
136.43,24,78.75,89.75
136.93,24,78.75,89.75
137.43,24,78.75,89.75
137.93,24,78.75,89.75
138.42,24,78.75,89.75
138.93,24,78.75,89.5
139.43,24,79,89.75
139.92,24,78.75,89.5
140.43,24,78.75,89.5
140.93,24,79,89.5
141.42,24,78.75,89.5
141.93,24,78.75,89.5
142.43,24,78.75,89.5
142.92,24,78.75,89.5
143.42,24,78.75,89.5
143.93,24,78.75,89.5
144.42,24,78.75,89.5
144.92,24,78.75,89.5
145.43,24,79,89.5
145.92,24,78.75,89.5
146.42,24,78.75,89.5
146.93,24,78.75,89.5
147.42,24,78.75,89.5
147.92,24,78.75,89.5
148.43,24,78.75,89.5
148.92,24,78.75,89.25
149.42,24,78.75,89.25
149.92,24,78.75,89.25
150.42,24,78.75,89.25
150.92,24,78.75,89.25
151.42,24,78.75,89.25
151.92,24,78.75,89.25
152.42,24,78.75,89.25
152.92,24,78.75,89.25
153.42,24,78.75,89.25
153.92,24,78.75,89.25
154.42,24,78.75,89.25
154.92,24,78.75,89.25
155.42,24,78.75,89.25
155.92,24,78.75,89.25
156.42,24,78.75,89
156.92,24,78.75,89
157.42,24,78.75,89
157.91,24,78.75,89
158.42,24,78.75,89
158.92,24,78.75,89
159.41,24,78.75,89
159.92,24,78.5,89
160.42,24,78.5,89
160.91,24,78.5,89
161.41,24,78.5,89
161.92,24,78.5,89
162.41,24,78.75,89
162.91,24,78.5,89
163.42,24,78.5,89
163.91,24,78.75,88.75
164.41,24,78.75,88.75
164.92,24,78.5,88.75
165.41,24,78.75,88.75
165.91,24,78.5,88.75
166.41,24,78.5,88.75
166.91,24,78.5,88.75
167.41,24,78.5,88.75
167.91,24,78.5,88.75
168.41,24,78.5,88.75
168.91,24,78.5,88.75
169.41,24,78.5,88.75
169.91,24,78.5,88.75
170.41,24,78.5,88.75
170.91,24,78.5,88.5
171.4,24,78.5,88.5
171.91,24,78.5,88.5
172.41,24,78.5,88.5
172.9,24,78.5,88.5
173.41,24,78.5,88.5
173.91,24,78.5,88.5
174.4,24,78.5,88.5
174.91,24,78.5,88.5
175.41,24,78.5,88.5
175.9,24,78.5,88.5
176.4,24,78.5,88.5
176.91,24,78.5,88.5
177.4,24,78.5,88.25
177.9,24,78.5,88.25
178.41,24,78.5,88.25
178.9,24,78.5,88.25
179.4,24,78.5,88.25
179.91,24,78.5,88.25
180.4,24,78.5,88.25
180.9,24,78.5,88.25
181.41,24,78.5,88.25
181.9,24,78.5,88.25
182.4,24,78.5,88
182.9,24,78.5,88.25
183.4,24,78.5,88.25
183.9,24,78.5,88.25
184.4,24,78.5,88.25
184.9,24,78.5,88
185.4,24,78.5,88
185.9,24,78.5,88
186.4,24,78.5,88
186.9,24,78.5,88
187.4,24,78.25,88
187.9,24,78.5,88
188.4,24,78.25,88
188.9,24,78.5,88
189.39,24,78.5,88
189.9,24,78.5,88
190.4,24,78.25,87.75
190.89,24,78.25,88
191.4,24,78.25,88
191.9,24,78.5,88
192.39,24,78.5,87.75
192.9,24,78.5,87.75
193.4,24,78.25,87.75
193.89,24,78.25,87.75
194.39,24,78.25,87.75
194.9,24,78.25,87.75
195.39,24,78.5,87.75
195.89,24,78.5,87.75
196.4,24,78.25,87.75
196.89,24,78.25,87.75
197.39,24,78.25,87.75
197.9,24,78.25,87.75
198.39,24,78.25,87.75
198.89,24,78.25,87.75
199.39,24,78.25,87.75
199.89,24,78.25,87.75
200.39,24,78.25,87.5
200.89,24,78.25,87.5
201.39,24,78.25,87.5
201.89,24,78.25,87.5
202.39,24,78.25,87.5
202.89,24,78.25,87.5
203.39,24,78.25,87.5
203.89,24,78.25,87.5
204.39,24,78.25,87.5
204.89,24,78.25,87.5
205.39,24,78.25,87.5
205.88,24,78.25,87.5
206.39,24,78.25,87.5
206.89,24,78.25,87.5
207.38,24,78.25,87.5
207.89,24,78.25,87.25
208.39,24,78.25,87.5
208.88,24,78.25,87.25
209.39,24,78.25,87.25
209.89,24,78.25,87.25
210.38,24,78.25,87.25
210.89,24,78.25,87.25
211.39,24,78.25,87.25
211.88,24,78.25,87.25
212.38,24,78.25,87.25
212.89,24,78.25,87.25
213.38,24,78.25,87.25
213.88,24,78.25,87
214.39,24,78.25,87
214.88,24,78.25,87
215.38,24,78.25,87
215.89,24,78.25,87
216.38,24,78.25,87
216.88,24,78.25,87
217.38,24,78.25,87
217.88,24,78.25,87
218.38,24,78.25,87
218.88,24,78.25,87
219.38,24,78.25,87
219.88,24,78.25,87
220.38,24,78.25,87
220.88,24,78.25,86.75
221.38,24,78.25,87
221.88,24,78.25,87
222.38,24,78.25,86.75
222.88,24,78.25,87
223.38,24,78.25,86.75
223.88,24,78,86.75
224.38,24,78,86.75
224.88,24,78.25,86.75
225.37,24,78,86.75
225.88,24,78,86.75
226.38,24,78,86.75
226.87,24,78,86.75
227.38,24,78,86.75
227.88,24,78.25,86.75
228.37,24,78,86.5
228.88,24,78,86.75
229.38,24,78,86.5
229.87,24,78,86.5
230.37,24,78,86.5
230.88,24,78,86.5
231.37,24,78.25,86.5
231.87,24,78,86.5
232.38,24,78,86.5
232.87,24,78,86.5
233.37,24,78,86.5
233.88,24,78,86.5
234.37,24,78,86.5
234.87,24,78,86.5
235.37,24,78,86.5
235.87,24,78,86.25
236.37,24,78,86.5
236.87,24,78,86.25
237.37,24,78,86.25
237.87,24,78,86.25
238.37,24,78,86.25
238.87,24,78,86.25
239.37,24,78,86.25
239.87,24,78,86.25
240.37,24,78,86.25
240.87,24,78,86.25
241.37,24,78,86.25
241.87,24,78,86.25
242.37,24,78,86
242.87,24,78,86.25
243.36,24,78,86
243.87,24,78,86
244.37,24,78,86
244.86,24,78,86
245.37,24,78,86
245.87,24,78,86
246.36,24,78,86
246.87,24,78,86
247.37,24,78,86
247.86,24,78,86
248.36,24,78,86
248.87,24,78,86
249.36,24,77.75,86
249.86,24,78,86
250.37,24,78,85.75
250.86,24,78,85.75
251.36,24,78,86
251.86,24,78,85.75
252.36,24,78,85.75
252.86,24,78,85.75
253.36,24,78,85.75
253.86,24,78,85.75
254.36,24,78,85.75
254.86,24,78,85.75
255.36,24,78,85.75
255.86,24,78,85.75
256.36,24,78,85.75
256.86,24,78,85.75
257.36,24,78,85.75
257.86,24,78,85.75
258.36,24,78,85.5
258.86,24,78,85.75
259.36,24,78,85.75
259.85,24,77.75,85.75
260.36,24,78,85.75
260.86,24,78,85.75
261.35,24,77.75,85.75
261.86,24,78,85.5
262.36,24,78,85.5
262.85,24,77.75,85.5
263.35,24,78,85.5
263.86,24,78,85.5
264.35,24,78,85.5
264.85,24,77.75,85.5
265.36,24,78,85.5
265.85,24,77.75,85.5
266.35,24,77.75,85.5
266.86,24,77.75,85.5
267.35,24,77.75,85.25
267.85,24,77.75,85.25
268.35,24,77.75,85.25
268.85,24,77.75,85.25
269.35,24,77.75,85.25
269.85,24,78,85.25
270.35,24,77.75,85.25
270.85,24,77.75,85.25
271.35,24,77.75,85.25
271.85,24,77.75,85.25
272.35,24,77.75,85.25
272.85,24,77.75,85.25
273.34,24,77.75,85.25
273.85,24,77.75,85.25
274.35,24,77.75,85.25
274.84,24,77.75,85.25
275.35,24,77.75,85.25
275.85,24,77.75,85.25
276.34,24,77.75,85
276.85,24,77.75,85
277.35,24,77.75,85
277.84,24,77.75,85
278.35,24,77.75,85
278.85,24,77.75,85
279.34,24,77.75,85
279.84,24,77.75,85
280.35,24,77.75,85
280.84,24,77.75,84.75
281.34,24,77.75,85
281.85,24,77.75,85
282.34,24,77.75,85
282.84,24,77.75,84.75
283.35,24,77.75,84.75
283.84,24,77.75,84.75
284.34,24,77.75,84.75
284.84,23.75,77.75,84.75
285.34,23.75,77.5,84.75
285.84,24,77.75,84.75
286.34,24,77.75,84.75
286.84,24,77.75,84.75
287.34,24,77.5,84.75
287.84,24,77.75,84.75
288.34,24,77.75,84.75
288.84,24,77.75,84.75
289.34,24,77.75,84.75
289.84,24,77.75,84.75
290.34,24,77.5,84.75
290.84,24,77.5,84.5
291.33,24,77.5,84.75
291.84,24,77.5,84.5
292.34,24,77.5,84.5
292.83,24,77.5,84.5
293.34,24,77.5,84.5
293.84,24,77.75,84.5
294.33,24,77.5,84.5
294.84,24,77.5,84.5
295.34,24,77.5,84.5
295.83,24,77.5,84.5
296.33,24,77.75,84.5
296.84,24,77.5,84.5
297.33,24,77.5,84.25
297.83,24,77.5,84.5
298.34,24,77.5,84.5
298.83,24,77.75,84.25
299.33,24,77.5,84.5
299.84,24,77.75,84.25
300.33,24,77.5,84.25
300.83,24,77.5,84.25
301.33,24,77.75,84.25
301.83,24,77.5,84.25
302.33,24,77.5,84.25
302.83,24,77.5,84.25
303.33,24,77.5,84.25
303.83,24,77.5,84.25
304.33,24,77.5,84.25
304.83,24,77.5,84.25
305.33,24,77.5,84.25
305.83,24,77.5,84.25
306.33,24,77.75,84.25
306.83,24,77.5,84.25
307.33,24,77.5,84.25
307.83,24,77.5,84
308.33,24,77.5,84.25
308.83,24,77.5,84
309.32,24,77.5,84
309.83,24,77.5,84
310.33,24,77.5,84
310.82,24,77.5,84
311.33,24,77.5,84
311.83,24,77.5,84
312.32,24,77.5,84
312.83,24,77.5,84
313.33,24,77.5,84
313.82,24,77.5,84
314.32,24,77.5,83.75
314.83,24,77.5,84
315.32,24,77.5,83.75
315.82,24,77.5,83.75
316.33,24,77.5,83.75
316.82,24,77.5,83.75
317.32,24,77.5,83.75
317.83,24,77.5,83.75
318.32,24,77.5,83.75
318.82,24,77.5,83.75
319.32,24,77.5,83.75
319.82,24,77.5,83.75
320.32,24,77.5,83.75
320.82,24,77.5,83.75
321.32,24,77.5,83.75
321.82,24,77.5,83.75
322.32,24,77.5,83.5
322.82,24,77.5,83.5
323.32,24,77.5,83.5
323.82,24,77.5,83.5
324.32,23.75,77.5,83.5
324.82,23.75,77.5,83.5
325.32,24,77.5,83.5
325.82,24,77.5,83.5
326.32,23.75,77.5,83.5
326.82,24,77.5,83.5
327.31,23.75,77.5,83.5
327.82,23.75,77.25,83.5
328.32,23.75,77.5,83.5
328.81,23.75,77.5,83.5
329.32,24,77.5,83.5
329.82,23.75,77.5,83.5
330.31,23.75,77.25,83.5
330.82,23.75,77.5,83.25
331.32,23.75,77.5,83.25
331.81,23.75,77.25,83.25
332.32,23.75,77.25,83.25
332.82,23.75,77.5,83.25
333.31,23.75,77.25,83.25
333.81,23.75,77.25,83.25
334.32,24,77.5,83.25
334.81,23.75,77.25,83.25
335.31,23.75,77.5,83.25
335.82,23.75,77.25,83.25
336.31,23.75,77.25,83.25
336.81,23.75,77.25,83.25
337.32,23.75,77.25,83.25
337.81,23.75,77.5,83.25
338.31,23.75,77.25,83.25
338.81,23.75,77.5,83.25
339.31,23.75,77.25,83
339.81,23.75,77.25,83
340.31,23.75,77.25,83
340.81,23.75,77.25,83
341.31,23.75,77.25,83
341.81,23.75,77.25,83
342.31,23.75,77.25,83
342.81,23.75,77.25,83
343.31,23.75,77.25,83
343.81,23.75,77.25,83
344.31,23.75,77.25,83
344.81,23.75,77.25,83
345.3,23.75,77.25,83
345.81,23.75,77.25,83
346.31,23.75,77.25,83
346.8,23.75,77.25,82.75
347.31,23.75,77.25,82.75
347.81,23.75,77.25,82.75
348.3,23.75,77.25,82.75
348.81,23.75,77.25,82.75
349.31,23.75,77.25,82.75
349.8,23.75,77.25,82.75
350.3,23.75,77.25,82.75
350.81,23.75,77.25,82.75
351.3,23.75,77.25,82.75
351.8,23.75,77.25,82.75
352.31,23.75,77.25,82.75
352.8,23.75,77.25,82.75
353.3,23.75,77.25,82.75
353.81,23.75,77.25,82.75
354.3,23.75,77.25,82.75
354.8,23.75,77.25,82.5
355.3,23.75,77.25,82.75
355.8,23.75,77.25,82.5
356.3,23.75,77.25,82.75
356.8,23.75,77.25,82.5
357.3,23.75,77,82.5
357.8,23.75,77.25,82.5
358.3,24,77.25,82.5
358.8,23.75,77,82.5
359.3,23.75,77,82.5
359.8,23.75,77.25,82.5
360.3,23.75,77,82.5
360.8,23.75,77,82.5
361.3,23.75,77.25,82.5
361.8,23.75,77,82.5
362.3,23.75,77.25,82.5
362.8,23.75,77.25,82.5
363.3,23.75,77,82.5
363.8,23.75,77,82.5
364.3,23.75,77,82.25
364.79,23.75,77,82.5
365.3,23.75,77.25,82.25
365.8,23.75,77,82.25
366.29,23.75,77,82.5
366.8,23.75,77,82.25
367.3,23.75,77.25,82.25
367.79,23.75,77,82.25
368.3,23.75,77,82.25
368.8,23.75,77.25,82.25
369.29,23.75,77,82.25
369.79,23.75,77,82.25
370.3,23.75,77,82.25
370.79,23.75,77,82.25
371.29,23.75,77,82.25
371.8,23.75,77.25,82.25
372.29,23.75,77,82.25
372.79,23.75,77,82
373.29,23.75,77.25,82
373.79,23.75,77,82
374.29,23.75,77,82
374.79,23.75,77,82
375.29,23.75,77,82
375.79,23.75,77,82
376.29,23.75,77,82
376.79,23.75,77,82
377.29,23.75,77,82
377.79,23.75,77,82
378.29,23.75,77,82
378.79,23.75,77,82
379.29,23.75,77,82
379.78,23.75,77,82
380.29,23.75,77,82
380.79,23.75,77,82
381.28,23.75,77,81.75
381.79,23.75,77,81.75
382.29,23.75,77,81.75
382.78,23.75,77,81.75
383.29,23.75,77,81.75
383.79,23.75,77,81.75
384.28,23.75,77,81.75
384.78,23.75,77,81.75
385.29,23.75,77,81.75
385.78,23.75,77,81.75
386.28,23.75,77,81.75
386.79,23.75,77,81.75
387.28,23.75,77,81.75
387.78,23.75,77,81.75
388.29,23.75,77,81.5
388.78,23.75,77,81.5
389.28,23.75,77,81.5
389.78,23.75,77,81.5
390.28,23.75,77,81.5
390.78,23.75,77,81.5
391.28,23.75,77,81.5
391.78,23.75,77,81.5
392.28,23.75,77,81.5
392.78,23.75,77,81.5
393.28,23.75,77,81.5
393.78,23.75,77,81.5
394.28,23.75,77,81.5
394.77,23.75,77,81.5
395.28,23.75,77,81.5
395.78,23.75,77,81.25
396.27,23.75,77,81.5
396.78,23.75,77,81.25
397.28,23.75,77,81.25
397.77,23.75,77,81.25
398.28,23.75,77,81.25
398.78,23.75,77,81.25
399.27,23.75,77,81.25
399.78,23.75,77,81.25
400.28,23.75,77,81.25
400.77,23.75,77,81.25
401.27,23.75,77,81.25
401.78,23.75,77,81.25
402.27,23.75,77,81.25
402.77,23.75,77,81.25
403.28,23.75,77,81.25
403.77,23.75,77,81.25
404.27,23.75,77,81.25
404.78,23.75,77,81.25
405.27,23.75,77,81
405.77,23.75,77,81.25
406.27,23.75,77,81
406.77,23.75,77,81
407.27,23.75,77,81
407.77,23.75,77,81
408.27,23.75,77,81
408.77,23.75,77,81
409.27,23.75,77,81
409.77,23.75,77,81
410.27,23.75,77,81
410.77,23.75,77,80.75
411.27,23.75,77,80.75
411.77,23.75,77,80.75
412.27,23.75,77,81
412.76,23.75,77,81
413.27,23.75,77,81
413.77,23.75,77,80.75
414.26,23.75,77,80.75
414.77,23.75,77,80.75
415.27,23.75,77,80.75
415.76,23.75,77,80.75
416.27,23.75,77,80.75
416.77,23.75,77,80.75
417.26,23.75,76.75,80.75
417.76,23.75,77,80.75
418.27,23.75,77,80.75
418.76,23.75,77,80.75
419.26,23.75,77,80.75
419.77,23.75,76.75,80.75
420.26,23.75,76.75,80.75
420.76,24,76.75,80.75
421.27,23.75,77,80.75
421.76,23.75,77,80.75
422.26,23.75,76.75,80.5
422.76,23.75,77,80.5
423.26,23.75,76.75,80.5
423.76,23.75,77,80.5
424.26,23.75,76.75,80.5
424.76,23.75,77,80.5
425.26,23.75,77,80.5
425.76,23.75,76.75,80.5
426.26,23.75,76.75,80.5
426.76,23.75,77,80.5
427.26,23.75,77,80.5
427.76,23.75,76.75,80.5
428.26,23.75,76.75,80.5
428.76,23.75,76.75,80.5
429.26,23.75,76.75,80.5
429.76,23.75,76.75,80.25
430.26,23.75,76.75,80.5
430.76,23.75,76.75,80.25
431.26,23.75,76.75,80.5
431.76,23.75,76.75,80.25
432.26,23.75,76.75,80.25
432.76,23.75,76.75,80.25
433.26,23.75,76.75,80.25
433.75,23.75,76.75,80.25
434.26,23.75,76.75,80.25
434.76,23.75,76.75,80.25
435.25,23.75,76.75,80.25
435.76,23.75,76.75,80.25
436.26,23.75,76.75,80.25
436.75,23.75,76.75,80.25
437.26,23.75,76.75,80.25
437.76,23.75,76.75,80.25
438.25,23.75,76.75,80
438.75,23.75,76.75,80.25
439.26,23.75,76.75,80
439.75,23.75,76.75,80.25
440.25,23.75,76.75,80
440.76,23.75,76.75,80
441.25,23.75,76.75,80
441.75,23.75,76.75,80
442.26,23.75,76.75,80
442.75,23.75,76.75,80
443.25,23.75,76.75,80
443.75,23.75,76.75,80
444.25,23.75,76.75,80
444.75,23.75,76.75,80
445.25,23.75,76.75,80
445.75,23.75,76.75,79.75
446.25,23.75,76.75,80
446.75,23.75,76.75,80
447.25,23.75,76.75,80
447.75,23.75,76.75,79.75
448.25,23.75,76.75,79.75
448.75,23.75,76.75,79.75
449.25,23.75,76.75,79.75
449.75,23.75,76.75,79.75
450.25,23.75,76.75,79.75
450.75,23.75,76.75,79.75
451.25,23.75,76.75,79.75
451.74,23.75,76.75,79.75
452.25,23.75,76.75,79.75
452.75,23.75,76.75,79.75
453.24,23.75,76.75,79.75
453.75,23.75,76.75,79.75
454.25,23.75,76.75,79.75
454.74,23.75,76.5,79.75
455.25,23.75,76.75,79.75
455.75,23.75,76.75,79.75
456.24,23.75,76.75,79.5
456.74,23.75,76.75,79.75
457.25,23.75,76.75,79.75
457.74,23.75,76.75,79.75
458.24,23.75,76.75,79.5
458.75,23.75,76.75,79.5
459.24,23.75,76.75,79.5
459.74,23.75,76.75,79.5
460.25,23.75,76.75,79.5
460.74,23.75,76.75,79.5
461.24,23.75,76.75,79.5
461.74,23.75,76.75,79.5
462.24,23.75,76.5,79.5
462.74,23.75,76.5,79.5
463.24,23.75,76.75,79.5
463.74,24,76.5,79.5
464.24,23.75,76.5,79.5
464.74,23.75,76.75,79.5
465.24,23.75,76.5,79.5
465.74,23.75,76.5,79.5
466.24,23.75,76.5,79.5
466.74,23.75,76.75,79.25
467.24,23.75,76.5,79.25
467.74,23.75,76.75,79.5
468.24,23.75,76.75,79.25
468.74,23.75,76.75,79.25
469.24,23.75,76.75,79.25
469.73,23.75,76.75,79.25
470.24,23.75,76.5,79.25
470.74,23.75,76.5,79.25
471.23,23.75,76.5,79.25
471.74,23.75,76.5,79.25
472.24,23.75,76.75,79.25
472.73,23.75,76.75,79.25
473.24,23.75,76.5,79.25
473.74,23.75,76.5,79.25
474.23,23.75,76.75,79.25
474.73,23.75,76.5,79.25
475.24,23.75,76.5,79
475.73,23.75,76.5,79
476.23,23.75,76.5,79
476.74,23.75,76.5,79
477.23,23.75,76.5,79
477.73,23.75,76.5,79
478.24,23.75,76.5,79
478.73,23.75,76.5,79
479.23,23.75,76.5,79
479.74,23.75,76.5,79
480.23,23.75,76.5,79
480.73,23.75,76.5,79
481.23,23.75,76.5,79
481.73,23.75,76.5,79
482.23,23.75,76.5,78.75
482.73,23.75,76.5,79
483.23,23.75,76.5,79
483.73,23.75,76.5,79
484.23,23.75,76.5,79
484.73,23.75,76.5,78.75
485.23,23.75,76.5,78.75
485.73,23.75,76.5,78.75
486.23,23.75,76.5,78.75
486.73,23.75,76.5,78.75
487.23,23.75,76.5,78.75
487.72,23.75,76.5,78.75
488.23,23.75,76.5,78.75
488.73,23.75,76.5,78.75
489.22,23.75,76.5,78.75
489.73,23.75,76.5,78.75
490.23,23.75,76.5,78.75
490.72,23.75,76.5,78.75
491.23,23.75,76.5,78.75
491.73,23.75,76.5,78.75
492.22,23.75,76.5,78.75
492.72,23.75,76.5,78.5
493.23,23.75,76.5,78.5
493.72,23.75,76.5,78.5
494.22,23.75,76.5,78.5
494.73,23.75,76.5,78.5
495.22,23.75,76.5,78.5
495.72,23.75,76.5,78.5
496.23,23.75,76.5,78.5
496.72,23.75,76.5,78.5
497.22,23.75,76.5,78.25
497.72,23.75,76.5,78.5
498.22,23.75,76.5,78.5
498.72,23.75,76.5,78.5
499.22,23.75,76.5,78.5
499.72,23.75,76.5,78.5
500.22,23.75,76.5,78.5
500.72,23.75,76.5,78.5
501.22,23.75,76.5,78.25
501.72,23.75,76.5,78.5
502.22,23.75,76.5,78.25
502.71,23.75,76.5,78.25
503.22,23.75,76.5,78.25
503.72,23.75,76.5,78.25
504.21,23.75,76.5,78.25
