time,air,water,specimen
56.97,23.5,97.5,92.25
57.47,23.5,97.5,92.25
57.97,23.5,97.5,92.25
58.47,23.5,97.5,92.25
58.97,23.5,97.5,92.25
59.47,23.5,97.5,92.25
59.97,23.5,97.5,92
60.47,23.5,97.5,92
60.97,23.5,97.5,92
61.47,23.5,97.5,92
61.97,23.5,97.5,92
62.47,23.5,97.5,92.25
62.96,23.5,97.5,92
63.47,23.5,97.5,92
63.97,23.5,97.5,92
64.46,23.5,97.5,92
64.97,23.5,97.5,92
65.47,23.5,97.5,92
65.96,23.5,97.5,91.75
66.47,23.5,97.5,91.75
66.97,23.5,97.5,91.75
67.46,23.5,97.5,91.75
67.97,23.5,97.5,91.75
68.47,23.5,97.5,91.75
68.96,23.5,97.5,91.75
69.46,23.5,97.5,91.75
69.97,23.5,97.5,91.75
70.46,23.5,97.5,91.75
70.96,23.5,97.5,91.75
71.47,23.5,97.5,91.75
71.96,23.5,97.5,91.75
72.46,23.5,97.5,91.75
72.97,23.5,97.75,91.5
73.46,23.5,97.75,91.5
73.96,23.5,97.75,91.5
74.47,23.5,97.5,91.5
74.96,23.5,97.5,91.5
75.46,23.5,97.5,91.5
75.97,23.5,97.75,91.5
76.46,23.5,97.5,91.25
76.96,23.5,97.75,91.5
77.46,23.5,97.5,91.5
77.96,23.5,97.75,91.25
78.46,23.5,97.5,91.5
78.96,23.5,97.5,91.25
79.46,23.5,97.5,91.5
79.96,23.5,97.5,91.25
80.46,23.5,97.5,91.25
80.96,23.5,97.5,91.25
81.46,23.5,97.5,91.25
81.96,23.5,97.5,91.25
82.46,23.5,97.25,91.25
82.96,23.5,97.25,91.25
83.46,23.5,97.5,91.25
83.96,23.5,97.5,91
84.46,23.5,97.5,91.25
84.96,23.5,97.5,91
85.45,23.5,97.5,91
85.96,23.5,97.5,91.25
86.46,23.5,97.5,91
86.95,23.5,97.5,91
87.46,23.5,97.5,91
87.96,23.5,97.5,91
88.45,23.5,97.5,91
88.96,23.5,97.5,91
89.46,23.5,97.5,91
89.95,23.5,97.5,91
90.45,23.5,97.5,91
90.96,23.5,97.5,91
91.45,23.5,97.5,91
91.95,23.5,97.25,91
92.46,23.5,97.5,91
92.95,23.5,97.25,90.75
93.45,23.5,97.5,90.75
93.96,23.5,97.5,90.75
94.45,23.5,97.25,90.75
94.95,23.5,97.25,90.75
95.46,23.5,97.25,90.75
95.95,23.5,97.25,90.75
96.45,23.5,97.25,90.75
96.96,23.5,97.25,90.75
97.45,23.5,97.25,90.75
97.95,23.5,97.25,90.5
98.45,23.5,97.25,90.75
98.95,23.5,97.25,90.5
99.45,23.5,97,90.5
99.95,23.5,97,90.5
100.45,23.5,97,90.5
100.95,23.5,97,90.5
101.45,23.5,97,90.5
101.95,23.5,97,90.5
102.45,23.5,97,90.5
102.95,23.5,97,90.5
103.45,23.5,97,90.5
103.95,23.5,97,90.5
104.45,23.5,97,90.5
104.95,23.5,97,90.5
105.45,23.5,97,90.25
105.95,23.5,97,90.25
106.44,23.5,97,90.25
106.95,23.5,97,90.25
107.45,23.5,97,90.25
107.94,23.5,97,90.25
108.45,23.5,97,90.25
108.95,23.5,97,90.25
109.44,23.5,97,90.25
109.95,23.5,97,90.25
110.45,23.5,97,90.25
110.94,23.5,97.25,90
111.44,23.5,97,90
111.95,23.25,97.25,90
112.44,23.25,97.25,90
112.94,23.5,97.25,90
113.45,23.5,97.25,90
113.94,23.5,97.25,90
114.44,23.25,97.25,90
114.95,23.25,97.25,89.75
115.44,23.5,97,90
115.94,23.25,97,90
116.45,23.5,97,89.75
116.94,23.5,97.25,89.75
117.44,23.5,97.25,89.75
117.94,23.5,97.25,89.75
118.44,23.25,97,89.75
118.94,23.5,97.25,89.75
119.44,23.25,97.25,89.75
119.94,23.25,97.25,89.5
120.44,23.5,97.25,89.5
120.94,23.25,97.25,89.5
121.44,23.5,97.25,89.5
121.94,23.25,97,89.5
122.44,23.5,97.25,89.5
122.94,23.5,97,89.5
123.44,23.25,97.25,89.5
123.94,23.5,97.25,89.5
124.44,23.25,97.25,89.5
124.94,23.25,97.25,89.5
125.44,23.25,97.25,89.5
125.94,23.25,97.25,89.5
126.44,23.25,97.25,89.5
126.94,23.5,97.25,89.25
127.43,23.25,97.25,89.25
127.94,23.25,97.25,89.25
128.44,23.5,97.25,89.25
128.93,23.5,97,89.25
129.44,23.25,97,89.25
129.94,23.5,97,89.25
130.43,23.5,97.25,89.25
130.94,23.5,97.25,89.25
131.44,23.25,97.25,89.25
131.93,23.5,97.25,89
132.44,23.25,97.25,89
132.94,23.25,97.25,89.25
133.43,23.25,97.25,89.25
133.93,23.5,97.25,89
134.44,23.5,97,89
134.93,23.5,97.25,89
135.43,23.5,97.25,89
135.94,23.5,97.25,89
136.43,23.5,97.25,89
136.93,23.5,97.25,89
137.44,23.5,97.25,89
137.93,23.5,97.25,88.75
138.43,23.5,97.25,88.75
138.93,23.5,97,88.75
139.43,23.5,97.25,88.75
139.93,23.5,97,88.75
140.44,23.5,97,88.75
140.93,23.5,97.25,88.75
141.43,23.5,97,88.75
141.93,23.5,97,88.75
142.43,23.5,97,88.75
142.93,23.5,97,88.75
143.43,23.5,97,88.75
143.93,23.5,97,88.75
144.43,23.5,97,88.5
144.93,23.5,97,88.5
145.43,23.25,97,88.5
145.93,23.5,97,88.5
146.43,23.5,97,88.5
146.93,23.5,97,88.5
147.43,23.5,97,88.5
147.93,23.5,97,88.5
148.43,23.5,97,88.5
148.93,23.5,97,88.5
149.43,23.5,97,88.25
149.92,23.5,97,88.25
150.43,23.5,97,88.25
150.93,23.5,97,88.25
151.42,23.5,97,88.25
151.93,23.5,97,88.25
152.43,23.5,97,88.25
152.92,23.5,97,88.25
153.43,23.5,97,88.25
153.93,23.5,97,88.25
154.42,23.5,97,88
154.92,23.5,97,88
155.43,23.5,97,88
155.92,23.5,97,88
156.42,23.5,97,87.75
156.93,23.5,97,88
157.42,23.5,97,88
157.92,23.5,97,88
158.43,23.5,97,87.75
158.92,23.5,97,88
159.42,23.5,97,87.75
159.92,23.5,97,87.75
160.42,23.5,97,87.75
160.92,23.5,97,87.75
161.43,23.5,97,87.75
161.92,23.5,97,87.75
162.42,23.5,96.75,87.75
162.92,23.5,97,87.75
163.42,23.5,97,87.75
163.92,23.25,96.75,87.5
164.42,23.5,97,87.75
164.92,23.25,97,87.5
165.42,23.25,96.75,87.5
165.92,23.5,97,87.5
166.42,23.5,97,87.5
166.92,23.5,97,87.5
167.42,23.5,97,87.5
167.92,23.5,96.75,87.5
168.42,23.5,96.75,87.5
168.92,23.5,96.75,87.5
169.42,23.5,96.75,87.5
169.92,23.5,96.75,87.5
170.42,23.5,96.75,87.25
170.91,23.5,96.75,87.25
171.42,23.5,96.75,87.25
171.92,23.5,96.75,87.25
172.41,23.5,96.75,87.25
172.92,23.5,96.75,87.25
173.42,23.5,96.75,87.25
173.91,23.25,96.75,87
174.42,23.5,96.75,87
174.92,23.5,96.75,87
175.41,23.5,96.75,87.25
175.91,23.5,96.75,87
176.42,23.5,96.75,87
176.91,23.5,96.75,87
177.41,23.5,96.75,87
177.92,23.5,96.75,87
178.41,23.5,96.75,87
178.91,23.5,96.5,87
179.42,23.5,96.5,87
179.91,23.5,96.5,86.75
180.41,23.25,96.5,87
180.92,23.5,96.5,86.75
181.41,23.5,96.5,86.75
181.91,23.5,96.5,86.75
182.42,23.5,96.5,86.75
182.91,23.25,96.5,86.75
183.41,23.5,96.5,86.75
183.91,23.5,96.5,86.75
184.41,23.5,96.5,86.75
184.91,23.5,96.5,86.5
185.41,23.5,96.5,86.5
185.91,23.5,96.5,86.5
186.41,23.25,96.5,86.5
186.91,23.25,96.5,86.5
187.41,23.25,96.5,86.5
187.91,23.25,96.5,86.5
188.41,23.25,96.5,86.5
188.91,23.25,96.5,86.5
189.41,23.25,96.5,86.5
189.91,23.25,96.5,86.5
190.41,23.25,96.5,86.25
190.91,23.25,96.5,86.25
191.41,23.25,96.5,86.25
191.9,23.25,96.5,86.25
192.41,23.25,96.5,86.25
192.91,23.25,96.5,86.25
193.4,23.25,96.5,86.25
193.91,23.25,96.5,86.25
194.41,23.5,96.5,86.25
194.9,23.5,96.5,86.25
195.41,23.25,96.5,86
195.91,23.5,96.5,86
196.4,23.5,96.5,86
196.91,23.25,96.5,86
197.41,23.25,96.5,86
197.9,23.25,96.5,86
198.4,23.25,96.5,86
198.91,23.5,96.5,85.75
199.4,23.5,96.5,85.75
199.9,23.5,96.25,85.75
200.41,23.5,96.25,85.75
200.9,23.5,96.25,85.75
201.4,23.5,96.25,85.75
201.91,23.5,96.25,85.75
202.4,23.5,96.25,85.75
202.9,23.5,96.25,85.5
203.4,23.5,96.25,85.75
203.9,23.5,96.25,85.75
204.4,23.25,96.25,85.75
204.91,23.5,96.25,85.5
205.4,23.5,96.25,85.5
205.9,23.5,96.25,85.5
206.4,23.5,96.25,85.5
206.9,23.5,96.25,85.5
207.4,23.5,96.25,85.5
207.9,23.5,96.25,85.25
208.4,23.5,96.25,85.5
208.9,23.5,96.25,85.25
209.4,23.5,96.25,85.25
209.9,23.5,96.25,85.25
210.4,23.5,96.25,85.25
210.9,23.5,96.25,85.25
211.4,23.5,96.25,85.25
211.9,23.5,96.25,85.25
212.4,23.5,96.25,85.25
212.9,23.5,96.25,85.25
213.4,23.5,96.25,85.25
213.9,23.25,96.25,85.25
214.39,23.5,96.25,85.25
214.9,23.25,96.25,85.25
215.4,23.5,96.25,85
215.89,23.5,96.25,85
216.4,23.5,96.25,85
216.9,23.5,96.25,85
217.39,23.5,96.25,85
217.9,23.5,96.25,84.75
218.4,23.5,96.25,85
218.89,23.5,96.25,84.75
219.39,23.5,96.25,84.75
219.9,23.5,96.25,84.75
220.39,23.5,96.25,84.75
220.89,23.5,96.25,84.75
221.4,23.5,96.25,84.75
221.89,23.5,96.25,84.75
222.39,23.5,96.25,84.5
222.9,23.25,96.25,84.75
223.39,23.5,96.25,84.75
223.89,23.25,96.25,84.5
224.4,23.5,96.25,84.75
224.89,23.5,96.25,84.5
225.39,23.5,96.25,84.5
225.9,23.5,96.25,84.5
226.39,23.25,96.25,84.5
226.89,23.5,96.25,84.5
227.39,23.5,96.25,84.5
227.89,23.5,96.25,84.25
228.39,23.5,96.25,84.5
228.89,23.25,96.25,84.25
229.39,23.5,96.25,84.25
229.89,23.5,96.25,84.25
230.39,23.5,96.25,84.25
230.89,23.5,96.25,84.25
231.39,23.25,96.25,84.25
231.89,23.5,96,84
232.39,23.5,96.25,84.25
232.89,23.25,96.25,84.25
233.39,23.5,96,84.25
233.89,23.5,96,84
234.39,23.5,96,84
234.89,23.5,96,84
235.38,23.5,96,84
235.89,23.5,96,84
236.39,23.5,96,84
236.88,23.5,96,83.75
237.39,23.5,96,84
237.89,23.5,96,83.75
238.38,23.25,96,83.75
238.89,23.5,96,83.75
239.39,23.5,96,83.75
239.88,23.5,96,83.75
240.39,23.5,96,83.75
240.89,23.5,96,83.75
241.38,23.5,96,83.75
241.88,23.5,96,83.75
242.39,23.5,96,83.75
242.88,23.5,96,83.75
243.38,23.5,96,83.75
243.89,23.5,96,83.5
244.38,23.5,96,83.5
244.88,23.25,96,83.5
245.39,23.5,96,83.5
245.88,23.5,96,83.5
246.38,23.5,96,83.5
246.89,23.25,96,83.25
247.38,23.5,95.75,83.25
247.88,23.5,96,83.25
248.39,23.5,95.75,83.25
248.88,23.5,96,83.25
249.38,23.5,96,83.25
249.88,23.5,95.75,83.25
250.38,23.5,95.75,83.25
250.88,23.5,96,83
251.38,23.5,96,83
251.88,23.5,96,83
252.38,23.5,95.75,83
252.88,23.5,96,83
253.38,23.5,95.75,83
253.88,23.5,96,83
254.38,23.5,95.75,83
254.88,23.5,95.75,82.75
255.38,23.5,95.75,83
255.88,23.5,95.75,82.75
256.38,23.5,95.75,82.75
256.88,23.5,96,82.75
257.38,23.5,95.75,82.75
257.87,23.5,95.75,82.75
258.38,23.5,96,82.75
258.88,23.5,95.75,82.75
259.37,23.5,95.75,82.75
259.88,23.5,95.75,82.75
260.38,23.5,95.75,82.75
260.87,23.5,95.75,82.5
261.38,23.5,95.75,82.5
261.88,23.5,95.75,82.5
262.37,23.5,95.75,82.5
262.87,23.5,95.75,82.5
263.38,23.5,96,82.25
263.87,23.5,95.75,82.5
264.37,23.5,95.75,82.25
264.88,23.5,95.75,82.5
265.37,23.5,95.75,82.25
265.87,23.5,95.75,82.25
266.38,23.5,95.75,82.25
266.87,23.5,95.5,82.25
267.37,23.5,95.75,82.25
267.88,23.5,95.75,82.25
268.37,23.5,95.5,82.25
268.87,23.5,95.75,82.25
269.38,23.5,95.75,82.25
269.87,23.25,95.75,82
270.37,23.5,95.5,82
270.87,23.5,95.5,82
271.37,23.5,95.5,82
271.87,23.5,95.5,82
272.37,23.5,95.5,82
272.87,23.5,95.5,82
273.37,23.5,95.5,82
273.87,23.5,95.5,82
274.37,23.25,95.5,82
274.87,23.25,95.5,81.75
275.37,23.5,95.5,81.75
275.87,23.25,95.5,81.75
276.37,23.5,95.5,81.75
276.87,23.25,95.75,81.75
277.37,23.5,95.75,81.75
277.87,23.5,95.5,81.75
278.37,23.5,95.75,81.5
278.86,23.25,95.75,81.5
279.37,23.25,95.75,81.5
279.87,23.25,95.5,81.5
280.36,23.25,95.5,81.5
280.87,23.25,95.5,81.25
281.37,23.5,95.75,81.5
281.86,23.25,95.5,81.5
282.37,23.25,95.5,81.25
282.87,23.5,95.75,81.25
283.36,23.25,95.5,81.25
283.87,23.5,95.5,81.25
284.37,23.5,95.5,81.25
284.86,23.25,95.5,81.25
285.36,23.25,95.5,81
285.87,23.5,95.5,81.25
286.36,23.25,95.5,81.25
286.86,23.5,95.5,81.25
287.37,23.25,95.5,81.25
287.86,23.5,95.5,81
288.36,23.25,95.5,81
288.87,23.25,95.5,81
289.36,23.5,95.5,81
289.86,23.25,95.5,81
290.37,23.5,95.5,81
290.86,23.5,95.5,80.75
291.36,23.5,95.5,80.75
291.86,23.5,95.5,80.75
292.36,23.5,95.5,80.75
292.86,23.5,95.5,80.75
293.36,23.5,95.5,80.75
293.86,23.5,95.5,80.75
294.36,23.5,95.5,80.5
294.86,23.5,95.5,80.5
295.36,23.5,95.5,80.5
295.86,23.5,95.5,80.5
296.36,23.5,95.5,80.5
296.86,23.5,95.5,80.5
297.36,23.5,95.5,80.5
297.86,23.5,95.5,80.5
298.36,23.5,95.5,80.25
298.86,23.5,95.5,80.25
299.36,23.5,95.5,80.25
299.85,23.5,95.25,80.25
300.36,23.5,95.5,80.25
300.86,23.5,95.5,80.25
301.35,23.5,95.25,80.25
301.86,23.5,95.5,80.25
302.36,23.5,95.25,80.25
302.85,23.5,95.25,80
303.36,23.5,95.25,80
303.86,23.25,95.25,80
304.35,23.5,95.25,80
304.86,23.5,95.25,80
305.36,23.5,95.25,80
305.85,23.5,95.25,80
306.35,23.5,95.25,80
306.86,23.5,95.25,80
307.35,23.5,95.25,80
307.85,23.5,95.25,79.75
308.36,23.5,95.25,79.75
308.85,23.5,95.25,79.75
309.35,23.5,95.25,79.75
309.86,23.5,95.25,79.75
310.35,23.5,95.25,79.75
310.85,23.5,95.25,79.75
311.36,23.5,95.25,79.75
311.85,23.5,95.25,79.5
312.35,23.5,95.25,79.5
312.86,23.5,95.25,79.5
313.35,23.5,95.25,79.5
313.85,23.5,95.25,79.5
314.35,23.5,95.25,79.5
314.85,23.5,95.25,79.5
315.35,23.5,95.25,79.5
315.85,23.5,95.25,79.25
316.35,23.5,95.25,79.25
316.85,23.5,95.25,79.5
317.35,23.5,95.25,79.5
317.85,23.5,95.25,79.5
318.35,23.5,95.25,79.25
318.85,23.5,95.25,79.25
319.35,23.5,95.25,79.25
319.85,23.5,95.25,79.25
320.35,23.5,95.25,79.25
320.85,23.5,95.25,79.25
321.35,23.5,95.25,79.25
321.85,23.5,95.25,79.25
322.34,23.5,95.25,79
322.85,23.5,95.25,79
323.35,23.5,95,79
323.84,23.5,95.25,79
324.35,23.5,95,79
324.85,23.5,95,79
325.34,23.5,95,79
325.85,23.5,95,79
326.35,23.25,95,79
326.84,23.5,95,78.75
327.34,23.5,95,78.75
327.85,23.5,95,78.75
328.34,23.5,95,78.75
328.84,23.5,95,78.75
329.35,23.5,95,78.75
329.84,23.5,95,78.75
330.34,23.5,95,78.5
330.85,23.5,95,78.5
331.34,23.5,95,78.5
331.84,23.25,95,78.5
332.35,23.5,95,78.5
332.84,23.5,95,78.5
333.34,23.5,95,78.5
333.85,23.25,95,78.5
334.34,23.25,95,78.25
334.84,23.5,95,78.25
335.34,23.5,95,78.25
335.84,23.25,95,78.25
336.34,23.5,95,78.25
336.84,23.5,95,78.25
337.34,23.5,95,78.25
337.84,23.5,95,78.25
338.34,23.5,95,78.25
338.84,23.5,95,78
339.34,23.25,95,78
339.84,23.5,95,78
340.34,23.5,95,78
340.84,23.5,95,78
341.34,23.5,95,78
341.84,23.5,95,78
342.34,23.5,95,78
342.84,23.25,95,78
343.33,23.5,95,77.75
343.84,23.25,95,77.75
344.34,23.5,95,77.75
344.83,23.25,95,77.75
345.34,23.25,95,77.75
345.84,23.25,95,77.75
346.33,23.25,95,77.5
346.84,23.5,95,77.75
347.34,23.5,95,77.5
347.83,23.5,95,77.5
348.33,23.5,95,77.5
348.84,23.5,94.75,77.5
349.33,23.25,95,77.5
349.83,23.5,95,77.5
350.34,23.5,95,77.5
350.83,23.5,95,77.5
351.33,23.5,95,77.25
351.84,23.5,95,77.25
352.33,23.5,94.75,77.25
352.83,23.5,95,77.25
353.34,23.5,95,77.25
353.83,23.25,94.75,77.25
354.33,23.5,94.75,77.25
354.84,23.5,95,77.25
355.33,23.25,94.75,77.25
355.83,23.5,95,77
356.33,23.5,94.75,77
356.83,23.5,94.75,77
357.33,23.5,94.75,77
357.83,23.5,94.75,77
358.33,23.5,94.75,77
358.83,23.5,94.75,77
359.33,23.5,94.75,77
359.83,23.5,94.75,76.75
360.33,23.25,94.75,76.75
360.83,23.5,94.75,76.75
361.33,23.25,94.75,76.75
361.83,23.5,94.75,76.75
362.33,23.25,94.75,76.75
362.83,23.5,94.75,76.75
363.33,23.5,94.75,76.75
363.83,23.5,94.75,76.75
364.32,23.25,94.75,76.5
364.83,23.25,94.75,76.5
365.33,23.5,94.75,76.5
365.82,23.5,94.75,76.5
366.33,23.5,94.75,76.5
366.83,23.25,94.75,76.5
367.32,23.25,94.75,76.5
367.83,23.25,94.75,76.5
368.33,23.5,94.75,76.5
368.82,23.5,94.75,76.5
369.32,23.5,94.75,76.25
369.83,23.5,94.75,76.25
370.32,23.25,94.75,76.25
370.82,23.5,94.75,76.25
371.33,23.5,94.75,76.25
371.82,23.5,94.75,76.25
372.32,23.5,94.75,76.25
372.83,23.5,94.75,76.25
373.32,23.5,94.75,76
373.82,23.25,94.75,76.25
374.33,23.25,94.75,76
374.82,23.5,94.75,76
375.32,23.25,94.75,76
375.83,23.5,94.75,76
376.32,23.5,94.75,76
376.82,23.5,94.5,76
377.32,23.5,94.75,76
377.82,23.5,94.75,76
378.32,23.5,94.75,76
378.82,23.5,94.5,76
379.32,23.5,94.5,75.75
379.82,23.5,94.5,75.75
380.32,23.5,94.5,75.75
380.82,23.5,94.5,75.75
381.32,23.5,94.5,75.75
381.82,23.5,94.5,75.75
382.32,23.25,94.5,75.75
382.82,23.5,94.5,75.75
383.32,23.5,94.5,75.75
383.82,23.5,94.5,75.5
384.32,23.5,94.5,75.5
384.82,23.5,94.5,75.5
385.31,23.5,94.5,75.5
385.82,23.5,94.5,75.5
386.32,23.5,94.25,75.5
386.81,23.5,94.5,75.5
387.32,23.5,94.5,75.25
387.82,23.25,94.5,75.5
388.31,23.5,94.5,75.25
388.82,23.25,94.5,75.25
389.32,23.25,94.25,75.25
389.81,23.25,94.25,75.25
390.32,23.25,94.25,75.25
390.82,23.5,94.25,75.25
391.31,23.5,94.25,75.25
391.81,23.5,94.25,75
392.32,23.5,94.25,75
392.81,23.5,94.25,75
393.31,23.5,94.25,75
393.82,23.5,94.25,75
394.31,23.5,94.25,75
394.81,23.5,94.25,75
395.32,23.5,94.25,75
395.81,23.5,94.25,74.75
396.31,23.5,94.25,74.75
396.82,23.5,94.25,75
397.31,23.5,94.5,74.75
397.81,23.5,94.25,74.75
398.32,23.5,94.25,74.75
398.81,23.5,94.25,74.75
399.31,23.5,94.25,74.75
399.81,23.5,94.25,74.75
400.31,23.5,94.25,74.5
400.81,23.5,94.25,74.5
401.31,23.5,94.25,74.5
401.81,23.5,94.25,74.5
402.31,23.5,94.25,74.5
402.81,23.5,94.25,74.5
403.31,23.5,94.25,74.5
403.81,23.5,94.25,74.5
404.31,23.5,94.25,74.5
404.81,23.5,94.25,74.5
405.31,23.5,94.25,74.25
405.81,23.5,94.25,74.25
406.31,23.5,94.25,74.25
406.81,23.5,94.25,74.25
407.31,23.5,94.25,74.25
407.8,23.5,94.25,74.25
408.31,23.5,94,74.25
408.81,23.5,94.25,74
409.3,23.5,94.25,74.25
409.81,23.5,94.25,74
410.31,23.5,94.25,74
410.8,23.5,94.25,74
411.31,23.5,94.25,74
411.81,23.5,94.25,74
412.3,23.5,94,74
412.8,23.5,94,74
413.31,23.5,94,74
413.8,23.5,94,74
414.3,23.5,94,73.75
414.81,23.5,94,74
415.3,23.5,94,73.75
415.8,23.5,94,73.75
416.31,23.5,94,73.75
416.8,23.5,94,73.75
417.3,23.5,94,73.75
417.81,23.5,94,73.75
418.3,23.5,94,73.75
418.8,23.5,94,73.75
419.31,23.5,94,73.5
419.8,23.5,94,73.5
420.3,23.5,94,73.5
420.8,23.5,94,73.5
421.3,23.5,94,73.5
421.8,23.5,94.25,73.5
422.3,23.5,94,73.5
422.8,23.5,94,73.5
423.3,23.5,94,73.5
423.8,23.5,94,73.5
424.3,23.5,94,73.5
424.8,23.5,94,73.25
425.3,23.25,94,73.25
425.8,23.5,94,73.25
426.3,23.5,94,73.25
426.8,23.25,94,73.25
427.3,23.5,94,73.25
427.8,23.5,94,73.25
428.3,23.5,94,73.25
428.79,23.5,94,73
429.3,23.5,94,73
429.8,23.25,94,73
430.29,23.25,94,73
430.8,23.5,93.75,73
431.3,23.25,94,73
431.79,23.25,94,73
432.3,23.25,94,73
432.8,23.25,93.75,72.75
433.29,23.25,93.75,72.75
433.79,23.25,93.75,72.75
434.3,23.25,93.75,72.75
434.79,23.25,93.75,72.75
435.29,23.25,94,72.75
435.8,23.25,94,72.75
436.29,23.25,94,72.75
436.79,23.25,94,72.75
437.3,23.5,94,72.75
437.79,23.25,94,72.5
438.29,23.25,94,72.5
438.8,23.25,94,72.5
439.29,23.25,94,72.5
439.79,23.25,94,72.5
440.3,23.5,94,72.5
440.79,23.25,94,72.5
441.29,23.25,94,72.5
441.79,23.25,94,72.5
442.29,23.25,94,72.25
442.79,23.25,94,72.25
443.29,23.25,94,72.25
443.79,23.25,94,72.25
444.29,23.25,94,72.25
444.79,23.25,94,72.25
445.29,23.25,94,72.25
445.79,23.25,94,72.25
446.29,23.25,94,72.25
446.79,23.25,94,72
447.29,23.25,94,72
447.79,23.25,93.75,72
448.29,23.25,94,72
448.79,23.5,93.75,72
449.29,23.5,93.75,72
449.78,23.25,93.75,72
450.29,23.25,93.75,72
450.79,23.25,93.75,72
451.28,23.25,93.75,71.75
451.79,23.5,93.75,71.75
452.29,23.5,93.75,71.75
452.78,23.5,93.75,71.75
453.29,23.25,93.75,71.75
453.79,23.5,93.75,71.75
454.28,23.5,93.75,71.5
454.78,23.5,93.75,71.75
455.29,23.5,93.75,71.75
455.78,23.5,93.75,71.5
456.28,23.5,93.75,71.5
456.79,23.5,93.75,71.5
457.28,23.5,93.75,71.5
457.78,23.5,93.75,71.5
458.29,23.5,93.75,71.5
458.78,23.5,93.75,71.5
459.28,23.5,93.75,71.5
459.79,23.5,93.75,71.5
460.28,23.5,93.75,71.25
460.78,23.5,93.75,71.25
461.29,23.5,93.75,71.25
461.78,23.5,93.75,71.25
462.28,23.5,93.5,71.25
462.78,23.5,93.75,71.25
463.28,23.5,93.75,71.25
463.78,23.5,93.75,71.25
464.28,23.5,93.75,71.25
464.78,23.5,93.75,71
465.28,23.5,93.75,71
465.78,23.5,93.75,71
466.28,23.5,93.75,71
466.78,23.5,93.75,71
467.28,23.5,93.75,71
467.78,23.25,93.75,71
